4050 18591892 2698
4049 18584512 7379
4048 18582984 1527
4047 18576497 6486
4046 18567338 9158
4045 18565050 2287
4044 18560784 4265
4043 18554445 6338
4042 18553856 588
4041 18551115 2740
4040 18550629 485
4039 18548370 2258
4038 18539467 8902
4037 18532564 6902
4036 18522696 9867
4035 18511889 10806
4034 18500286 11602
4033 18499157 1128
4032 18496540 2616
4031 18493162 3377
4030 18486135 7026
4029 18484325 1809
4028 18481548 2776
4027 18478431 3116
4026 18469665 8765
4025 18463213 6451
4024 18456244 6968
4023 18448592 7651
4022 18446095 2496
4021 18442427 3667
4020 18442267 159
4019 18438698 3568
4018 18436878 1819
4017 18435594 1283
4016 18430324 5269
4015 18425477 4846
4014 18419231 6245
4013 18408618 10612
4012 18406710 1907
4011 18403598 3111
4010 18399141 4456
4009 18396419 2721
4008 18387660 8758
4007 18379304 8355
4006 18377417 1886
4005 18375422 1994
4004 18369672 5749
4003 18368060 1611
4002 18365078 2981
4001 18360318 4759
4000 18358201 2116
3999 18346708 11492
3998 18337107 9600
3997 18327513 9593
3996 18322863 4649
3995 18319199 3663
3994 18316695 2503
3993 18313147 3547
3992 18310234 2912
3991 18306485 3748
3990 18305601 883
3989 18298961 6639
3988 18293652 5308
3987 18285410 8241
3986 18280567 4842
3985 18279643 923
3984 18273093 6549
3983 18268872 4220
3982 18266657 2214
3981 18261327 5329
3980 18258620 2706
3979 18255550 3069
3978 18236251 19298
3977 18226629 9621
3976 18223938 2690
3975 18221344 2593
3974 18213794 7549
3973 18210410 3383
3972 18208407 2002
3971 18204430 3976
3970 18195525 8904
3969 18192237 3287
3968 18186325 5911
3967 18185638 686
3966 18182983 2654
3965 18182431 551
3964 18180120 2310
3963 18178708 1411
3962 18177611 1096
3961 18176116 1494
3960 18174779 1336
3959 18171642 3136
3958 18168885 2756
3957 18166798 2086
3956 18165350 1447
3955 18164868 481
3954 18160664 4203
3953 18160259 404
3952 18157606 2652
3951 18151198 6407
3950 18150003 1194
3949 18145205 4797
3948 18144468 736
3947 18143998 469
3946 18142717 1280
3945 18139760 2956
3944 18138146 1613
3943 18134650 3495
3942 18133682 967
3941 18130181 3500
3940 18123540 6640
3939 18122333 1206
3938 18120887 1445
3937 18118359 2527
3936 18116616 1742
3935 18115612 1003
3934 18108595 7016
3933 18108323 271
3932 18103599 4723
3931 18102409 1189
3930 18100238 2170
3929 18099327 910
3928 18095620 3706
3927 18092694 2925
3926 18090950 1743
3925 18079417 11532
3924 18078740 676
3923 18076954 1785
3922 18075933 1020
3921 18075053 879
3920 18074275 777
3919 18072260 2014
3918 18060740 11519
3917 18059240 1499
3916 18054786 4453
3915 18052527 2258
3914 18051210 1316
3913 18050742 467
3912 18049438 1303
3911 18047439 1998
3910 18045883 1555
3909 18044261 1621
3908 18039377 4883
3907 18032406 6970
3906 18028977 3428
3905 18025300 3676
3904 18021470 3829
3903 18014093 7376
3902 18012796 1296
3901 18012244 551
3900 18004133 8110
3899 18002974 1158
3898 18000514 2459
3897 17999314 1199
3896 17998063 1250
3895 17997565 497
3894 17994980 2584
3893 17991890 3089
3892 17990588 1301
3891 17986708 3879
3890 17985853 854
3889 17984607 1245
3888 17980068 4538
3887 17979777 290
3886 17978800 976
3885 17976171 2628
3884 17975128 1042
3883 17973673 1454
3882 17971522 2150
3881 17970060 1461
3880 17968571 1488
3879 17968248 322
3878 17965685 2562
3877 17963092 2592
3876 17958173 4918
3875 17958000 172
3874 17955891 2108
3873 17954104 1786
3872 17949920 4183
3871 17948877 1042
3870 17944360 4516
3869 17942620 1739
3868 17941456 1163
3867 17938231 3224
3866 17936791 1439
3865 17928223 8567
3864 17906555 21667
3863 17884061 22493
3862 17839903 44157
3861 17827031 12871
3860 17806189 20841
3859 17798062 8126
3858 17785511 12550
3857 17771816 13694
3856 17762816 8999
3855 17746985 15830
3854 17735188 11796
3853 17726215 8972
3852 17718817 7397
3851 17709169 9647
3850 17707535 1633
3849 17702854 4680
3848 17699510 3343
3847 17697332 2177
3846 17693737 3594
3845 17684255 9481
3844 17677408 6846
3843 17669122 8285
3842 17667776 1345
3841 17663830 3945
3840 17657487 6342
3839 17655367 2119
3838 17647861 7505
3837 17646136 1724
3836 17639747 6388
3835 17638627 1119
3834 17636250 2376
3833 17631628 4621
3832 17630590 1037
3831 17629158 1431
3830 17621075 8082
3829 17614099 6975
3828 17613339 759
3827 17611748 1590
3826 17610638 1109
3825 17608919 1718
3824 17607217 1701
3823 17605104 2112
3822 17602718 2385
3821 17601310 1407
3820 17599837 1472
3819 17598298 1538
3818 17585404 12893
3817 17578576 6827
3816 17574662 3913
3815 17573619 1042
3814 17572299 1319
3813 17568764 3534
3812 17564779 3984
3811 17563349 1429
3810 17550577 12771
3809 17546511 4065
3808 17544776 1734
3807 17542164 2611
3806 17539265 2898
3805 17538059 1205
3804 17534031 4027
3803 17527680 6350
3802 17526386 1293
3801 17524824 1561
3800 17521278 3545
3799 17512447 8830
3798 17512148 298
3797 17507828 4319
3796 17506942 885
3795 17501450 5491
3794 17500390 1059
3793 17499120 1269
3792 17497924 1195
3791 17494800 3123
3790 17493514 1285
3789 17487624 5889
3788 17483860 3763
3787 17481628 2231
3786 17480124 1503
3785 17479638 485
3784 17477840 1797
3783 17474629 3210
3782 17466507 8121
3781 17464249 2257
3780 17463415 833
3779 17462399 1015
3778 17456487 5911
3777 17451932 4554
3776 17450620 1311
3775 17446693 3926
3774 17443893 2799
3773 17434463 9429
3772 17416781 17681
3771 17415469 1311
3770 17404692 10776
3769 17403825 866
3768 17402656 1168
3767 17396940 5715
3766 17395916 1023
3765 17394537 1378
3764 17390746 3790
3763 17387276 3469
3762 17386448 827
3761 17364730 21717
3760 17354691 10038
3759 17353358 1332
3758 17352742 615
3757 17350358 2383
3756 17348030 2327
3755 17343499 4530
3754 17330685 12813
3753 17327503 3181
3752 17323322 4180
3751 17314860 8461
3750 17312088 2771
3749 17310559 1528
3748 17287006 23552
3747 17280692 6313
3746 17274782 5909
3745 17273269 1512
3744 17266212 7056
3743 17255022 11189
3742 17229273 25748
3741 17222526 6746
3740 17209999 12526
3739 17206515 3483
3738 17202255 4259
3737 17197941 4313
3736 17178202 19738
3735 17158886 19315
3734 17155258 3627
3733 17152425 2832
3732 17150336 2088
3731 17149144 1191
3730 17143727 5416
3729 17124226 19500
3728 17116387 7838
3727 17104950 11436
3726 17101589 3360
3725 17096263 5325
3724 17091493 4769
3723 17073100 18392
3722 17069720 3379
3721 17066445 3274
3720 17062562 3882
3719 17058854 3707
3718 17055729 3124
3717 17051654 4074
3716 17046138 5515
3715 17035667 10470
3714 17031674 3992
3713 17026926 4747
3712 17022767 4158
3711 17017496 5270
3710 17008085 9410
3709 17003515 4569
3708 16987104 16410
3707 16981890 5213
3706 16980299 1590
3705 16973027 7271
3704 16965062 7964
3703 16957237 7824
3702 16949056 8180
3701 16944850 4205
3700 16932972 11877
3699 16928733 4238
3698 16925303 3429
3697 16921427 3875
3696 16917984 3442
3695 16915208 2775
3694 16910568 4639
3693 16904273 6294
3692 16900602 3670
3691 16880768 19833
3690 16876797 3970
3689 16875578 1218
3688 16870270 5307
3687 16865938 4331
3686 16861658 4279
3685 16856736 4921
3684 16852309 4426
3683 16846989 5319
3682 16841379 5609
3681 16833512 7866
3680 16826106 7405
3679 16821872 4233
3678 16816427 5444
3677 16808060 8366
3676 16799145 8914
3675 16795033 4111
3674 16790392 4640
3673 16783945 6446
3672 16777257 6687
3671 16772049 5207
3670 16767261 4787
3669 16761891 5369
3668 16757201 4689
3667 16753456 3744
3666 16742953 10502
3665 16740222 2730
3664 16734970 5251
3663 16717136 17833
3662 16711734 5401
3661 16673204 38529
3660 16665710 7493
3659 16661712 3997
3658 16653105 8606
3657 16649042 4062
3656 16646030 3011
3655 16642465 3564
3654 16638268 4196
3653 16633589 4678
3652 16627088 6500
3651 16622131 4956
3650 16617259 4871
3649 16613088 4170
3648 16610832 2255
3647 16605046 5785
3646 16602960 2085
3645 16597893 5066
3644 16594662 3230
3643 16592826 1835
3642 16589552 3273
3641 16588050 1501
3640 16587501 548
3639 16584258 3242
3638 16574930 9327
3637 16573661 1268
3636 16568450 5210
3635 16563326 5123
3634 16559843 3482
3633 16555948 3894
3632 16553414 2533
3631 16552678 735
3630 16550988 1689
3629 16547577 3410
3628 16542081 5495
3627 16537460 4620
3626 16532139 5320
3625 16528668 3470
3624 16527311 1356
3623 16523976 3334
3622 16514076 9899
3621 16513005 1070
3620 16503069 9935
3619 16496226 6842
3618 16494390 1835
3617 16490000 4389
3616 16477908 12091
3615 16476114 1793
3614 16475222 891
3613 16473488 1733
3612 16471299 2188
3611 16470551 747
3610 16469694 856
3609 16469569 124
3608 16464883 4685
3607 16464743 139
3606 16457388 7354
3605 16453021 4366
3604 16450528 2492
3603 16446295 4232
3602 16440849 5445
3601 16435474 5374
3600 16432207 3266
3599 16427463 4743
3598 16422476 4986
3597 16419900 2575
3596 16418207 1692
3595 16412790 5416
3594 16409806 2983
3593 16403919 5886
3592 16399794 4124
3591 16396150 3643
3590 16390846 5303
3589 16385574 5271
3588 16382941 2632
3587 16374252 8688
3586 16372378 1873
3585 16368339 4038
3584 16365072 3266
3583 16344617 20454
3582 16342363 2253
3581 16340667 1695
3580 16338402 2264
3579 16334624 3777
3578 16331894 2729
3577 16327434 4459
3576 16323373 4060
3575 16320286 3086
3574 16316752 3533
3573 16312215 4536
3572 16307559 4655
3571 16306311 1247
3570 16304050 2260
3569 16301357 2692
3568 16299082 2274
3567 16297180 1901
3566 16295971 1208
3565 16293056 2914
3564 16290430 2625
3563 16286301 4128
3562 16285556 744
3561 16284628 927
3560 16280237 4390
3559 16277818 2418
3558 16271782 6035
3557 16267944 3837
3556 16266110 1833
3555 16260618 5491
3554 16255963 4654
3553 16250442 5520
3552 16245312 5129
3551 16242215 3096
3550 16239763 2451
3549 16238407 1355
3548 16236956 1450
3547 16235499 1456
3546 16233509 1989
3545 16230944 2564
3544 16228918 2025
3543 16226966 1951
3542 16225300 1665
3541 16224042 1257
3540 16222469 1572
3539 16217234 5234
3538 16214975 2258
3537 16213671 1303
3536 16210749 2921
3535 16208247 2501
3534 16205051 3195
3533 16201734 3316
3532 16194533 7200
3531 16179179 15353
3530 16173814 5364
3529 16171002 2811
3528 16169086 1915
3527 16166738 2347
3526 16163698 3039
3525 16160748 2949
3524 16154708 6039
3523 16152982 1725
3522 16151503 1478
3521 16150446 1056
3520 16148879 1566
3519 16147063 1815
3518 16132596 14466
3517 16131658 937
3516 16126324 5333
3515 16112687 13636
3514 16111097 1589
3513 16106181 4915
3512 16100201 5979
3511 16097856 2344
3510 16096101 1754
3509 16093953 2147
3508 16091612 2340
3507 16089456 2155
3506 16086950 2505
3505 16085092 1857
3504 16083386 1705
3503 16078026 5359
3502 16075866 2159
3501 16071947 3918
3500 16070092 1854
3499 16069147 944
3498 16067056 2090
3497 16065030 2025
3496 16061715 3314
3495 16060038 1676
3494 16058407 1630
3493 16056489 1917
3492 16053454 3034
3491 16052172 1281
3490 16049217 2954
3489 16044594 4622
3488 16040260 4333
3487 16033803 6456
3486 16030482 3320
3485 16020485 9996
3484 16013321 7163
3483 16009260 4060
3482 15998853 10406
3481 15997412 1440
3480 15993541 3870
3479 15985084 8456
3478 15983710 1373
3477 15980146 3563
3476 15977572 2573
3475 15975002 2569
3474 15972649 2352
3473 15970704 1944
3472 15964428 6275
3471 15961289 3138
3470 15960221 1067
3469 15958803 1417
3468 15956768 2034
3467 15950758 6009
3466 15948695 2062
3465 15946776 1918
3464 15943401 3374
3463 15941194 2206
3462 15939461 1732
3461 15938082 1378
3460 15930295 7786
3459 15923679 6615
3458 15921185 2493
3457 15916042 5142
3456 15914738 1303
3455 15913650 1087
3454 15903495 10154
3453 15901423 2071
3452 15898299 3123
3451 15897866 432
3450 15894110 3755
3449 15863412 30697
3448 15847117 16294
3447 15835814 11302
3446 15811268 24545
3445 15808306 2961
3444 15804616 3689
3443 15800270 4345
3442 15795805 4464
3441 15792755 3049
3440 15790843 1911
3439 15787390 3452
3438 15781532 5857
3437 15778318 3213
3436 15775387 2930
3435 15765543 9843
3434 15747732 17810
3433 15746542 1189
3432 15744125 2416
3431 15737867 6257
3430 15735144 2722
3429 15726945 8198
3428 15724225 2719
3427 15719263 4961
3426 15716682 2580
3425 15712358 4323
3424 15708819 3538
3423 15706251 2567
3422 15703902 2348
3421 15701260 2641
3420 15698091 3168
3419 15697822 268
3418 15690679 7142
3417 15686284 4394
3416 15685354 929
3415 15682576 2777
3414 15672652 9923
3413 15668882 3769
3412 15665014 3867
3411 15659179 5834
3410 15658895 283
3409 15654423 4471
3408 15652080 2342
3407 15649778 2301
3406 15647241 2536
3405 15644819 2421
3404 15641842 2976
3403 15638072 3769
3402 15634204 3867
3401 15629732 4471
3400 15627676 2055
3399 15625932 1743
3398 15624051 1880
3397 15621913 2137
3396 15618622 3290
3395 15616048 2573
3394 15614087 1960
3393 15612288 1798
3392 15610127 2160
3391 15607941 2185
3390 15606040 1900
3389 15603213 2826
3388 15600306 2906
3387 15598145 2160
3386 15596346 1798
3385 15594385 1960
3384 15591357 3027
3383 15589171 2185
3382 15585730 3440
3381 15583910 1819
3380 15582008 1901
3379 15579257 2750
3378 15577377 1879
3377 15569474 7902
3376 15555943 13530
3375 15553155 2787
3374 15549329 3825
3373 15547010 2318
3372 15546741 268
3371 15544150 2590
3370 15537870 6279
3369 15521696 16173
3368 15517826 3869
3367 15515332 2493
3366 15510437 4894
3365 15497916 12520
3364 15493903 4012
3363 15486248 7654
3362 15485674 573
3361 15482783 2890
3360 15478383 4399
3359 15470635 7747
3358 15461850 8784
3357 15460319 1530
3356 15458714 1604
3355 15457180 1533
3354 15456632 547
3353 15455489 1142
3352 15452447 3041
3351 15450893 1553
3350 15445922 4970
3349 15445180 741
3348 15444537 642
3347 15442166 2370
3346 15440941 1224
3345 15440167 773
3344 15436541 3625
3343 15434013 2527
3342 15427589 6423
3341 15427083 505
3340 15423234 3848
3339 15421967 1266
3338 15420730 1236
3337 15418619 2110
3336 15416649 1969
3335 15415349 1299
3334 15413818 1530
3333 15410614 3203
3332 15407122 3491
3331 15406033 1088
3330 15402235 3797
3329 15401130 1104
3328 15400781 348
3327 15399975 805
3326 15377926 22048
3325 15375614 2311
3324 15373515 2098
3323 15369914 3600
3322 15360961 8952
3321 15359763 1197
3319 15357201 2561
3318 15354900 2300
3317 15352767 2132
3316 15351511 1255
3315 15345855 5655
3314 15326870 18984
3313 15319702 7167
3312 15319418 283
3311 15316341 3076
3310 15313802 2538
3309 15312917 884
3308 15309421 3495
3307 15279015 30405
3306 15278208 806
3305 15275954 2253
3304 15266081 9872
3303 15265706 374
3302 15265083 622
3301 15263126 1956
3300 15262028 1097
3299 15257483 4544
3298 15255029 2453
3297 15251027 4001
3296 15247758 3268
3295 15242839 4918
3294 15241271 1567
3293 15238993 2277
3292 15238423 569
3291 15237519 903
3290 15217882 19636
3289 15187616 30265
3288 15178331 9284
3287 15170976 7354
3286 15166808 4167
3285 15138218 28589
3284 15138034 183
3283 15134234 3799
3282 15114130 20103
3281 15113488 641
3280 15112605 882
3279 15109682 2922
3278 15106968 2713
3277 15102906 4061
3276 15101145 1760
3275 15087261 13883
3274 15084398 2862
3273 15081897 2500
3272 15081513 383
1493 8032305 183
1492 8017158 15146
1491 8010220 6937
1490 7998616 11603
1489 7998449 166
1488 7988307 10141
1486 7988096 210
1485 7981095 7000
1484 7976038 5056
1483 7970531 5506
1482 7970369 161
1481 7963378 6990
1480 7947887 15490
1479 7947726 160
1478 7925301 22424
1477 7916968 8332
1476 7909502 7465
1475 7899502 9999
1474 7893841 5660
1473 7890572 3268
1472 7887884 2687
1471 7879924 7959
1470 7879737 186
1469 7863093 16643
1468 7857404 5688
1467 7852704 4699
1466 7847282 5421
1465 7843385 3896
1464 7839143 4241
1463 7834372 4770
1462 7828383 5988
1461 7825129 3253
1460 7820854 4274
1459 7815184 5669
1458 7815025 158
1457 7808063 6961
1456 7807906 156
1455 7796125 11780
1454 7795977 147
1453 7786085 9891
1452 7785895 189
1451 7779436 6458
1450 7779224 211
1449 7775996 3227
1448 7775825 170
1447 7761071 14753
1446 7743965 17105
1445 7743746 218
1444 7736752 6993
1443 7731553 5198
1442 7725997 5555
1441 7725835 161
1440 7718848 6986
1439 7702242 16605
1438 7694060 8181
1437 7686610 7449
1436 7676621 9988
1435 7671196 5424
1434 7667691 3504
1433 7667506 184
1432 7656971 10534
1431 7651279 5691
1430 7645260 6018
1428 7645118 141
1426 7644983 134
1425 7629449 15533
1424 7629295 153
1423 7625123 4171
1422 7624921 201
1421 7624726 194
1420 7617992 6733
1419 7606198 11793
1418 7606050 147
1417 7597011 9038
1416 7596833 177
1415 7596680 152
1414 7596530 149
1413 7596303 226
1412 7589577 6725
1411 7584325 5251
1410 7578751 5573
1409 7578577 173
1408 7578411 165
1407 7571713 6697
1406 7556158 15554
1405 7555998 159
1404 7538692 17305
1403 7530538 8153
1402 7523087 7450
1401 7513102 9984
1400 7507657 5444
1399 7504108 3548
1397 7503909 198
1396 7503774 134
1395 7503565 208
1394 7496859 6705
1393 7485135 11723
1392 7484987 147
1391 7475265 9721
1390 7475075 189
1389 7468376 6698
1388 7464796 3579
1387 7459664 5131
1386 7454167 5496
1385 7453999 167
1384 7447187 6811
1383 7447024 162
1382 7437008 10015
1381 7431323 5684
1380 7431158 164
1379 7415688 15469
1378 7415540 147
1377 7391247 24292
1376 7383026 8220
1375 7375611 7414
1374 7365662 9948
1373 7360052 5609
1372 7356253 3798
1371 7348318 7934
1370 7344961 3356
1369 7344774 186
1368 7327608 17165
1367 7322603 5004
1366 7317606 4996
1365 7310262 7343
1364 7306716 3545
1363 7302297 4418
1362 7297646 4650
1361 7290046 7599
1360 7286237 3808
1359 7280084 6152
1358 7274276 5807
1357 7267592 6683
1356 7255890 11701
1355 7255708 181
1354 7255546 161
1353 7246241 9304
1352 7246033 207
1351 7239287 6745
1350 7239099 187
1349 7222840 16258
1348 7222679 160
1347 7216015 6663
1346 7215853 161
1345 7215682 170
1344 7210511 5170
1343 7205003 5507
1342 7204823 179
1341 7204639 183
1340 7195536 9102
1339 7180069 15466
1338 7179909 159
1337 7173256 6652
1336 7156326 16929
1335 7148157 8168
1334 7140824 7332
1333 7130866 9957
1332 7125457 5408
1331 7121841 3615
1327 7121674 166
1326 7118606 3067
1325 7118460 145
1324 7111793 6666
1323 7100116 11676
1322 7099968 147
1321 7091137 8830
1320 7090956 180
1319 7081766 9189
1318 7081566 199
1317 7074910 6655
1316 7069832 5077
1315 7064305 5526
1314 7064131 173
1313 7057467 6663
1312 7041999 15467
1311 7041845 153
1310 7024426 17418
1309 7016270 8155
1308 7008906 7363
1307 6998958 9947
1306 6993722 5235
1305 6990127 3594
1302 6989986 140
1301 6989817 168
1300 6983118 6698
1299 6971466 11651
1296 6971298 167
1295 6959467 11830
1294 6950379 9087
1293 6950189 189
1292 6943395 6793
1291 6936722 6672
1290 6931559 5162
1289 6926067 5491
1288 6925909 157
1287 6902511 23397
1286 6894195 8315
1285 6886797 7397
1284 6876836 9960
1283 6871465 5370
1282 6867855 3609
1281 6859885 7969
1280 6856549 3335
1279 6856359 189
1278 6840880 15478
1277 6840720 159
1276 6823596 17123
1273 6823436 159
1269 6823261 174
1268 6823098 162
1267 6822917 180
1266 6822754 162
1265 6816069 6684
1264 6804432 11636
1263 6804291 140
1262 6797534 6756
1261 6797346 187
1260 6781246 16099
1259 6781098 147
1258 6771808 9289
1257 6771555 252
1256 6764847 6707
1255 6759665 5181
1254 6754168 5496
1253 6753984 183
1252 6747278 6705
1251 6731849 15428
1250 6731688 160
1249 6714751 16936
1248 6706539 8211
1247 6699188 7350
1246 6689234 9953
1245 6684049 5184
1244 6680341 3707
1243 6680181 159
1241 6680021 159
1240 6679835 185
1239 6673134 6700
1238 6661493 11640
1237 6661334 158
1236 6651547 9786
1235 6651356 190
1234 6644657 6698
1233 6639539 5117
1232 6634141 5397
1231 6633978 162
1230 6628541 5436
1229 6628393 147
1228 6621685 6707
1227 6606286 15398
1226 6606125 160
1225 6589426 16698
1224 6581063 8362
1223 6573667 7395
1222 6563693 9973
1221 6558502 5190
1220 6554850 3651
1219 6554690 159
1218 6554524 165
1217 6554364 159
1216 6554178 185
1215 6549257 4920
1214 6549109 147
1213 6534925 14183
1212 6521046 13878
1211 6514338 6707
1210 6502640 11697
1209 6502493 146
1208 6487481 15011
1207 6477432 10048
1206 6477241 190
1205 6473683 3557
1204 6470802 2880
1203 6467387 3414
1202 6460672 6714
1201 6457254 3417
1200 6452167 5086
1199 6446787 5379
1198 6446618 168
1197 6439898 6719
1196 6424508 15389
1195 6424346 161
1194 6399890 24455
1193 6391598 8291
1192 6384216 7381
1191 6373832 10383
1190 6368481 5350
1189 6364745 3735
1188 6356868 7876
1187 6353760 3107
1186 6353585 174
1185 6336444 17140
1184 6331977 4466
1183 6327015 4961
1182 6318878 8136
1181 6314724 4153
1180 6307900 6823
1179 6302965 4934
1178 6296718 6246
1177 6292853 3864
1176 6286331 6521
1175 6281082 5248
1174 6274373 6708
1173 6262721 11651
1172 6262554 166
1171 6253081 9472
1170 6252918 162
1169 6246116 6801
1168 6245935 180
1167 6239206 6728
1166 6233979 5226
1165 6228625 5353
1164 6228454 170
1163 6228265 188
1162 6221386 6878
1161 6127176 94209
1160 6127018 157
1159 6120640 6377
1158 6113116 7523
1157 6104340 8775
1156 6098994 5345
1155 6088722 10271
1154 6033685 55036
1153 6033473 211
1152 6023504 9968
1151 6023335 168
